username,review_date,movie_title,movie_slug,score,helpful_responses,total_responses
Bruce722,2012-11-29,Gone,/movie/gone,5,0,0
Bruce722,2012-11-29,Prometheus,/movie/prometheus,6,0,2
Bruce722,2012-11-29,Man on a Ledge,/movie/man-on-a-ledge,8,1,1
Bruce722,2012-11-29,This Means War,/movie/this-means-war,9,0,0
Bruce722,2012-11-29,Apollo 18,/movie/apollo-18,3,0,0
Bruce722,2012-11-29,The Grey,/movie/the-grey,7,0,1
Bruce722,2014-06-21,The Starving Games,/movie/the-starving-games,6,0,0
Bruce722,2014-06-15,Non-Stop,/movie/non-stop-2014,4,0,1
Bruce722,2014-06-12,Ride Along,/movie/ride-along,8,0,0
Bruce722,2014-06-11,RoboCop,/movie/robocop-2013,4,0,1
Bruce722,2014-06-01,Frozen,/movie/frozen-2013,8,0,0
Bruce722,2014-05-25,X-Men: Days of Future Past,/movie/x-men-days-of-future-past,7,0,1
Bruce722,2014-05-03,American Hustle,/movie/american-hustle,4,1,1
Bruce722,2014-04-29,The Secret Life of Walter Mitty,/movie/the-secret-life-of-walter-mitty,6,0,1
Bruce722,2014-04-06,Divergent,/movie/divergent,5,3,5
Bruce722,2014-04-06,Captain America: The Winter Soldier,/movie/captain-america-the-winter-soldier,8,0,1
Bruce722,2014-03-09,300: Rise of an Empire,/movie/300-rise-of-an-empire,7,2,4
Bruce722,2014-03-01,Seeking Justice,/movie/seeking-justice,7,0,0
Bruce722,2014-02-28,Killing Season,/movie/killing-season,4,0,0
Bruce722,2014-02-27,Gravity,/movie/gravity,8,0,0
Bruce722,2014-02-23,The Wolverine,/movie/the-wolverine,7,0,1
Bruce722,2014-02-23,Carrie,/movie/carrie,5,0,0
Bruce722,2014-02-15,Elysium,/movie/elysium,4,1,1
Bruce722,2014-02-08,Jackass Presents: Bad Grandpa,/movie/jackass-presents-bad-grandpa,6,0,0
Bruce722,2014-02-04,Kevin Hart: Let Me Explain,/movie/kevin-hart-let-me-explain,6,0,0
Bruce722,2014-01-18,Jack Ryan: Shadow Recruit,/movie/jack-ryan-shadow-recruit,9,1,2
Bruce722,2014-01-13,Serenity,/movie/serenity,10,1,1
Bruce722,2014-01-12,Lone Survivor,/movie/lone-survivor,7,0,0
Bruce722,2014-01-01,The Lifeguard,/movie/the-lifeguard,5,0,0
Bruce722,2013-12-28,Anchorman: The Legend of Ron Burgundy,/movie/anchorman-the-legend-of-ron-burgundy,6,0,0
Bruce722,2013-12-15,The Hobbit: The Desolation of Smaug,/movie/the-hobbit-the-desolation-of-smaug,8,3,5
Bruce722,2013-11-29,We're the Millers,/movie/were-the-millers,4,0,1
Bruce722,2013-11-23,The Hunger Games: Catching Fire,/movie/the-hunger-games-catching-fire,9,1,2
Bruce722,2013-11-16,White House Down,/movie/white-house-down,5,0,0
Bruce722,2013-11-16,Monsters University,/movie/monsters-university,6,0,0
Bruce722,2013-11-13,Miami Vice,/movie/miami-vice,10,2,2
Bruce722,2013-11-13,Grown Ups 2,/movie/grown-ups-2,4,0,1
Bruce722,2013-11-13,Grown Ups,/movie/grown-ups,10,0,0
Bruce722,2013-11-11,Thor: The Dark World,/movie/thor-the-dark-world,10,1,2
Bruce722,2013-11-04,"Monsters, Inc.",/movie/monsters-inc,9,0,0
Bruce722,2013-11-01,Ender's Game,/movie/enders-game,8,1,7
Bruce722,2013-10-27,Adventureland,/movie/adventureland,6,0,0
Bruce722,2013-10-27,Pacific Rim,/movie/pacific-rim,9,0,0
Bruce722,2013-10-24,The Internship,/movie/the-internship,9,0,1
Bruce722,2013-10-24,The Heat,/movie/the-heat,7,1,1
Bruce722,2013-10-22,Movie 43,/movie/movie-43,0,2,2
Bruce722,2013-10-20,The Bling Ring,/movie/the-bling-ring,3,0,0
Bruce722,2013-10-19,After Earth,/movie/after-earth,7,2,2
Bruce722,2013-10-03,Super Troopers,/movie/super-troopers,7,1,1
Bruce722,2013-10-02,This Is the End,/movie/this-is-the-end,7,0,2
Bruce722,2013-09-18,World War Z,/movie/world-war-z,8,0,0
Bruce722,2013-09-13,Riddick,/movie/riddick,7,1,2
Bruce722,2013-09-09,Warm Bodies,/movie/warm-bodies,8,0,0
Bruce722,2013-09-08,Now You See Me,/movie/now-you-see-me,4,0,1
Bruce722,2013-09-06,The Chronicles of Riddick,/movie/the-chronicles-of-riddick,7,0,0
Bruce722,2013-09-06,Dredd,/movie/dredd,6,0,0
Bruce722,2013-09-05,Pitch Black,/movie/pitch-black,8,1,1
Bruce722,2013-08-20,Kick-Ass 2,/movie/kick-ass-2,7,0,1
Bruce722,2013-08-20,Kick-Ass,/movie/kick-ass,9,0,0
Bruce722,2013-08-18,Step Brothers,/movie/step-brothers,7,0,0
Bruce722,2013-08-18,Just Go with It,/movie/just-go-with-it,8,0,1
Bruce722,2013-08-18,Forgetting Sarah Marshall,/movie/forgetting-sarah-marshall,8,0,0
Bruce722,2013-08-18,Jumper,/movie/jumper,8,0,0
Bruce722,2013-08-15,Playing for Keeps,/movie/playing-for-keeps,5,0,0
Bruce722,2013-08-07,Oblivion,/movie/oblivion,9,0,0
Bruce722,2013-08-06,House at the End of the Street,/movie/house-at-the-end-of-the-street,5,0,0
Bruce722,2013-08-05,Hick,/movie/hick,6,0,0
Bruce722,2013-08-05,Lay the Favorite,/movie/lay-the-favorite,2,0,0
Bruce722,2013-08-04,The Ugly Truth,/movie/the-ugly-truth,6,0,0
Bruce722,2013-08-04,The Break-Up,/movie/the-break-up,4,0,0
Bruce722,2013-08-01,Ocean's Thirteen,/movie/oceans-thirteen,8,0,0
Bruce722,2013-07-28,Erased,/movie/erased,5,0,0
Bruce722,2013-07-25,Conan O'Brien Can't Stop,/movie/conan-obrien-cant-stop,5,0,0
Bruce722,2013-07-23,Ocean's Twelve,/movie/oceans-twelve,3,0,0
Bruce722,2013-07-23,Ocean's Eleven,/movie/oceans-eleven,8,0,1
Bruce722,2013-07-21,The Impossible,/movie/the-impossible,10,0,0
bruixots,2014-02-19,Gravity,/movie/gravity,1,1,1
bruixots,2012-12-24,The Hobbit: An Unexpected Journey,/movie/the-hobbit-an-unexpected-journey,1,6,16
bruno28,2013-11-05,Gravity,/movie/gravity,10,0,0
brunogabriele,2012-12-30,Toy Story 3,/movie/toy-story-3,10,1,1
brunogabriele,2012-12-30,Project X,/movie/project-x,9,0,0
brunogabriele,2012-12-30,Grease,/movie/grease,9,0,0
brunogabriele,2012-12-29,Black Swan,/movie/black-swan,9,0,0
brunogabriele,2012-12-29,The Amazing Spider-Man,/movie/the-amazing-spider-man,9,0,0
brunogabriele,2012-12-29,The Hunger Games,/movie/the-hunger-games,9,0,0
brunogabriele,2011-12-15,The Last Song,/movie/the-last-song,8,0,1
BrushedRed,2015-04-03,It Follows,/movie/it-follows,10,0,3
BrushedRed,2015-03-22,V/H/S: Viral,/movie/vhs-viral,6,0,0
BrushedRed,2015-03-12,Under the Skin,/movie/under-the-skin,7,1,1
BrushedRed,2015-01-06,Boyhood,/movie/boyhood,10,1,2
brusselsprout,2011-12-12,X-Men: First Class,/movie/x-men-first-class,4,0,0
brusselsprout,2011-12-12,Into the Abyss,/movie/into-the-abyss,8,0,0
brusselsprout,2011-12-12,The Artist,/movie/the-artist,8,1,2
BryceHoogland,2012-07-09,Snow White and the Huntsman,/movie/snow-white-and-the-huntsman,7,0,0
BryceHoogland,2012-07-09,We Need to Talk About Kevin,/movie/we-need-to-talk-about-kevin,9,0,0
BryceHoogland,2012-07-09,Prometheus,/movie/prometheus,8,0,1
BryceHoogland,2012-07-09,Moonrise Kingdom,/movie/moonrise-kingdom,8,0,0
BryceHoogland,2012-07-09,21 Jump Street,/movie/21-jump-street,8,0,1
BryceHoogland,2012-07-09,The Artist,/movie/the-artist,9,0,0
BryceHoogland,2012-07-09,The Cabin in the Woods,/movie/the-cabin-in-the-woods,7,0,1
BryceHoogland,2012-07-09,Modern Times (re-release),/movie/modern-times-re-release,9,0,1
BryceHoogland,2012-07-09,The Grey,/movie/the-grey,8,0,0
BryceHoogland,2012-07-09,Oldboy,/movie/oldboy,8,0,0
BryceHoogland,2012-07-09,Safe House,/movie/safe-house,7,0,0
BryceHoogland,2012-07-09,Cabin Fever,/movie/cabin-fever,6,0,0
BryceHoogland,2012-07-09,The Hills Have Eyes,/movie/the-hills-have-eyes,7,0,0
BryceHoogland,2012-07-09,The Hunter,/movie/the-hunter-2012,8,0,1
BryceHoogland,2012-07-09,Traffic,/movie/traffic,10,4,4
BryceHoogland,2012-07-09,Bottle Rocket,/movie/bottle-rocket,7,0,0
BryceHoogland,2012-07-09,The Amazing Spider-Man,/movie/the-amazing-spider-man,8,1,2
BShea423,2011-03-20,Blue Valentine,/movie/blue-valentine,8,0,0
BShea423,2011-03-20,Pan's Labyrinth,/movie/pans-labyrinth,10,2,2
BShea423,2011-03-20,The Mechanic,/movie/the-mechanic,4,0,1
BShea423,2011-03-20,Basic Instinct,/movie/basic-instinct,2,4,7
BShea423,2011-02-26,Exit Through the Gift Shop,/movie/exit-through-the-gift-shop,9,0,0
BShea423,2011-02-26,Inside Job,/movie/inside-job,10,0,0
BShea423,2011-02-26,The Kids Are All Right,/movie/the-kids-are-all-right,8,0,0
BShea423,2011-02-25,Black Swan,/movie/black-swan,9,0,2
BShea423,2011-02-25,Winter's Bone,/movie/winters-bone,5,0,0
Bshop,2015-03-07,Chappie,/movie/chappie,7,5,6
Bshop,2015-02-17,Kingsman: The Secret Service,/movie/kingsman-the-secret-service,6,1,1
Bshop,2015-02-17,Fifty Shades of Grey,/movie/fifty-shades-of-grey,2,6,8
Bshop,2015-02-12,Jupiter Ascending,/movie/jupiter-ascending,5,0,4
Bshop,2015-01-25,American Sniper,/movie/american-sniper,6,3,5
Bshop,2015-01-16,Foxcatcher,/movie/foxcatcher,6,1,2
Bshop,2015-01-16,The Gambler,/movie/the-gambler,4,0,0
Bshop,2015-01-16,The Woman in Black 2: Angel of Death,/movie/the-woman-in-black-2-angel-of-death,3,0,0
Bshop,2015-01-16,Taken 3,/movie/taken-3,4,2,3
Bshop,2015-01-16,Blackhat,/movie/blackhat,5,1,2
Bshop,2015-01-09,The Imitation Game,/movie/the-imitation-game,5,0,2
Bshop,2014-12-28,Wild,/movie/wild,5,0,0
Bshop,2014-12-27,Unbroken,/movie/unbroken,5,2,8
Bshop,2014-12-20,The Hobbit: The Battle of the Five Armies,/movie/the-hobbit-the-battle-of-the-five-armies,8,1,2
Bshop,2014-12-20,Top Five,/movie/top-five,5,1,1
Bshop,2014-12-07,The Hunger Games: Mockingjay - Part 1,/movie/the-hunger-games-mockingjay---part-1,3,1,2
Bshop,2014-12-07,Horrible Bosses 2,/movie/horrible-bosses-2,3,1,2
Bshop,2014-12-07,Birdman or (The Unexpected Virtue of Ignorance),/movie/birdman-or-the-unexpected-virtue-of-ignorance,5,1,3
Bshop,2014-12-07,The Theory of Everything,/movie/the-theory-of-everything,7,1,3
Bshop,2014-11-06,Nightcrawler,/movie/nightcrawler,8,0,0
Bshop,2014-11-06,Before I Go to Sleep,/movie/before-i-go-to-sleep,6,0,1
Bshop,2014-11-06,Interstellar,/movie/interstellar,10,10,22
Bshop,2014-10-28,St. Vincent,/movie/st-vincent,7,2,2
Bshop,2014-10-28,John Wick,/movie/john-wick,6,3,4
Bshop,2014-10-21,The Book of Life,/movie/the-book-of-life,6,1,4
Bshop,2014-10-21,The Judge,/movie/the-judge,7,0,0
Bshop,2014-10-19,Gone Girl,/movie/gone-girl,8,1,2
Bshop,2014-10-18,Fury,/movie/fury,7,1,5
Bshop,2014-10-02,This Is Where I Leave You,/movie/this-is-where-i-leave-you,5,0,1
Bshop,2014-10-02,The Maze Runner,/movie/the-maze-runner,6,2,2
Bshop,2014-10-02,A Walk Among the Tombstones,/movie/a-walk-among-the-tombstones,4,0,0
Bshop,2014-10-02,The Equalizer,/movie/the-equalizer,4,2,5
Bshop,2014-08-23,A Most Wanted Man,/movie/a-most-wanted-man,5,0,0
Bshop,2014-08-22,Sin City: A Dame To Kill For,/movie/sin-city-a-dame-to-kill-for,4,2,9
Bshop,2014-08-22,If I Stay,/movie/if-i-stay,5,0,0
Bshop,2014-08-21,The Giver,/movie/the-giver,5,0,1
Bshop,2014-08-16,The Hobbit: The Desolation of Smaug,/movie/the-hobbit-the-desolation-of-smaug,8,0,0
Bshop,2014-08-16,The Hobbit: An Unexpected Journey,/movie/the-hobbit-an-unexpected-journey,6,0,0
Bshop,2014-08-16,Hook,/movie/hook,9,0,0
Bshop,2014-08-16,The Railway Man,/movie/the-railway-man,6,0,0
Bshop,2014-08-16,Heaven Is for Real,/movie/heaven-is-for-real,5,0,0
Bshop,2014-08-16,God's Not Dead,/movie/gods-not-dead,2,1,4
Bshop,2014-08-16,Enemy,/movie/enemy,6,0,0
Bshop,2014-08-16,Twelve Monkeys,/movie/twelve-monkeys,8,0,0
Bshop,2014-08-16,Donnie Darko: The Director's Cut,/movie/donnie-darko-the-directors-cut,8,0,0
Bshop,2014-08-16,Dumb and Dumber,/movie/dumb-and-dumber,10,0,0
Bshop,2014-08-16,The LEGO Movie,/movie/the-lego-movie,8,0,1
Bshop,2014-08-16,The Grand Budapest Hotel,/movie/the-grand-budapest-hotel,7,0,0
Bshop,2014-08-14,America,/movie/america,1,1,1
Bshop,2014-08-14,Lucy,/movie/lucy,5,0,2
Bshop,2014-08-14,Transformers: Age Of Extinction,/movie/transformers-age-of-extinction,2,4,4
Bshop,2014-08-14,The Purge: Anarchy,/movie/the-purge-anarchy,4,0,0
Bshop,2014-08-14,Begin Again,/movie/begin-again,8,1,1
Bshop,2014-08-14,Get On Up,/movie/get-on-up,6,0,1
Bshop,2014-08-14,Dawn of the Planet of the Apes,/movie/dawn-of-the-planet-of-the-apes,8,0,1
Bshop,2014-08-14,Guardians of the Galaxy,/movie/guardians-of-the-galaxy,8,1,2
Bshop,2014-08-14,Boyhood,/movie/boyhood,10,5,9
Bshop,2013-01-18,The Impossible,/movie/the-impossible,8,0,0
BSporck,2011-01-23,My One and Only,/movie/my-one-and-only,10,0,0
BSporck,2011-01-23,Burlesque,/movie/burlesque,10,0,0
BSporck,2011-01-23,The King's Speech,/movie/the-kings-speech,10,2,4
bsykes91,2013-10-05,Gravity,/movie/gravity,10,0,0
bsykes91,2013-06-20,Hugo ,/movie/hugo,9,0,0
bsykes91,2013-06-20,Star Wars: Episode IV - A New Hope,/movie/star-wars-episode-iv---a-new-hope,10,0,0
bsykes91,2013-06-20,Star Wars: Episode V - The Empire Strikes Back,/movie/star-wars-episode-v---the-empire-strikes-back,10,0,0
bsykes91,2013-06-20,Django Unchained,/movie/django-unchained,8,0,0
bsykes91,2013-06-20,Looper,/movie/looper,9,0,0
bsykes91,2013-06-20,Avatar,/movie/avatar,4,0,0
bsykes91,2013-06-20,Man of Steel,/movie/man-of-steel,7,0,7
bsykes91,2013-06-20,Zero Dark Thirty,/movie/zero-dark-thirty,10,0,1
bsykes91,2013-06-20,Lincoln,/movie/lincoln,10,1,1
Bu99,2011-03-07,The King's Speech,/movie/the-kings-speech,9,0,0
Bu99,2011-03-01,Sanctum,/movie/sanctum,4,0,0
bubba,2010-10-15,Hot Rod,/movie/hot-rod,10,1,1
bubba,2010-10-09,Transformers: Revenge of the Fallen,/movie/transformers-revenge-of-the-fallen,0,4,5
bubba,2010-10-09,Zombieland,/movie/zombieland,9,1,1
bubba,2010-10-08,The Dark Knight,/movie/the-dark-knight,10,0,0
bubba,2010-10-08,Iron Man 2,/movie/iron-man-2,1,0,1
bubba,2010-10-08,The Social Network,/movie/the-social-network,10,1,4
bubba,2010-10-08,Inception,/movie/inception,10,0,1
bubbahotep,2011-06-30,A Prophet,/movie/a-prophet,10,0,0
bubbahotep,2011-06-30,Transformers: Dark of the Moon,/movie/transformers-dark-of-the-moon,10,2,4
buddyacker,2011-05-19,Eternal Sunshine of the Spotless Mind,/movie/eternal-sunshine-of-the-spotless-mind,10,1,1
Bullet97,2011-08-12,30 Minutes or Less,/movie/30-minutes-or-less,8,0,0
Bullet97,2011-06-24,Cars 2,/movie/cars-2,4,5,9
Bullet97,2011-06-21,Super 8,/movie/super-8,10,3,5
Bullet97,2011-06-21,The Art of Getting By,/movie/the-art-of-getting-by,5,1,1
Bullet97,2011-03-25,Sucker Punch,/movie/sucker-punch,9,5,16
Bullet97,2011-03-20,The Other Guys,/movie/the-other-guys,10,0,0
Bullet97,2011-03-18,Paul,/movie/paul,10,4,6
Bullet97,2011-03-06,Indiana Jones and the Kingdom of the Crystal Skull,/movie/indiana-jones-and-the-kingdom-of-the-crystal-skull,10,1,1
Bullet97,2011-03-04,Rango,/movie/rango,9,1,2
Bullet97,2011-02-12,The Wedding Singer,/movie/the-wedding-singer,9,3,3
Bullet97,2011-02-06,Stranger Than Fiction,/movie/stranger-than-fiction,10,1,1
Bullet97,2011-01-30,Adventureland,/movie/adventureland,10,0,1
Bullet97,2011-01-29,Pineapple Express,/movie/pineapple-express,10,0,0
Bullet97,2011-01-24,Twilight,/movie/twilight,0,6,11
Bullet97,2011-01-23,Tangled,/movie/tangled,10,1,1
Bullet97,2011-01-23,True Grit,/movie/true-grit,9,0,1
Bullet97,2011-01-23,TRON: Legacy,/movie/tron-legacy,6,0,0
Bullet97,2011-01-15,The Green Hornet,/movie/the-green-hornet,10,2,6
Bullet97,2011-01-07,TMNT,/movie/tmnt,10,1,4
Bullet97,2011-01-02,The Crazies,/movie/the-crazies,9,0,1
Bullet97,2010-12-11,District 9,/movie/district-9,10,0,1
Bullet97,2010-12-07,The Sorcerer's Apprentice,/movie/the-sorcerers-apprentice,10,0,0
Bullet97,2010-11-26,Faster,/movie/faster-2010,10,3,5
Bullet97,2010-11-07,Transformers,/movie/transformers,10,0,0
Bullet97,2010-10-24,Zombieland,/movie/zombieland,10,1,1
Bullet97,2010-10-15,RED,/movie/red,10,6,8
Bullet97,2010-10-01,The Social Network,/movie/the-social-network,10,4,12
Bullet97,2010-09-04,Machete,/movie/machete,10,5,11
Bullet97,2010-08-29,Aliens,/movie/aliens,10,2,2
Bullet97,2010-08-28,Vampires Suck,/movie/vampires-suck,10,7,16
Bullet97,2010-08-28,Mr. Magorium's Wonder Emporium,/movie/mr-magoriums-wonder-emporium,10,0,0
Bullet97,2010-08-27,Clash of the Titans,/movie/clash-of-the-titans,10,9,15
Bullet97,2010-08-27,Kill Bill: Vol. 1,/movie/kill-bill-vol-1,10,3,3
Bullet97,2010-08-21,Piranha 3-D,/movie/piranha-3-d,10,0,1
Bullet97,2010-08-20,Death at a Funeral,/movie/death-at-a-funeral,9,1,1
Bullet97,2010-08-19,Cloverfield,/movie/cloverfield,10,0,1
Bullet97,2010-08-16,The SpongeBob SquarePants Movie,/movie/the-spongebob-squarepants-movie,10,1,1
Bullet97,2010-08-16,Happily N'Ever After,/movie/happily-never-after,9,0,1
Bullet97,2010-08-15,Shaun of the Dead,/movie/shaun-of-the-dead,10,16,21
Bullet97,2010-08-15,Eat Pray Love,/movie/eat-pray-love,0,1,3
Bullet97,2010-08-14,The Last Airbender,/movie/the-last-airbender,1,2,5
Bullet97,2010-08-14,Monsters vs Aliens,/movie/monsters-vs-aliens,10,0,0
Bullet97,2010-08-13,Scott Pilgrim vs. the World,/movie/scott-pilgrim-vs-the-world,10,4,7
bungdoodserfurr,2015-02-24,Birdman or (The Unexpected Virtue of Ignorance),/movie/birdman-or-the-unexpected-virtue-of-ignorance,10,0,2
BunyaminAydin,2013-10-20,Gravity,/movie/gravity,8,0,3
burce,2014-09-11,Eternal Sunshine of the Spotless Mind,/movie/eternal-sunshine-of-the-spotless-mind,5,0,0
BurleighGrimes,2012-02-26,The French Connection (re-release),/movie/the-french-connection-re-release,10,0,0
BurleighGrimes,2012-02-26,A Separation,/movie/a-separation,10,2,3
busbfran,2015-03-25,The Divergent Series: Insurgent,/movie/the-divergent-series-insurgent,8,0,1
busbfran,2015-03-07,Jupiter Ascending,/movie/jupiter-ascending,8,2,2
busbfran,2015-02-03,American Sniper,/movie/american-sniper,8,0,3
busbfran,2015-02-03,Resident Evil: Retribution,/movie/resident-evil-retribution,6,0,0
busbfran,2015-02-02,The Words,/movie/the-words,10,0,0
busbfran,2015-01-14,Unbroken,/movie/unbroken,10,0,0
busbfran,2015-01-10,Alien: Resurrection,/movie/alien-resurrection,8,0,0
busbfran,2015-01-09,Resident Evil: Afterlife,/movie/resident-evil-afterlife,9,0,0
busbfran,2015-01-08,Resident Evil: Extinction,/movie/resident-evil-extinction,9,0,0
busbfran,2015-01-07,Resident Evil: Apocalypse,/movie/resident-evil-apocalypse,7,0,0
busbfran,2015-01-07,Resident Evil,/movie/resident-evil,7,0,0
busbfran,2015-01-03,The Rite,/movie/the-rite,9,0,0
busbfran,2014-12-14,Lucy,/movie/lucy,7,0,0
busbfran,2014-12-12,Exodus: Gods and Kings,/movie/exodus-gods-and-kings,6,5,10
busbfran,2014-12-01,The Hunger Games: Mockingjay - Part 1,/movie/the-hunger-games-mockingjay---part-1,8,1,2
busbfran,2014-11-13,Let's Be Cops,/movie/lets-be-cops,7,1,1
busbfran,2014-11-09,Gone Girl,/movie/gone-girl,10,0,3
busbfran,2014-10-19,Alien 3,/movie/alien-3,6,0,0
busbfran,2014-10-19,Aliens,/movie/aliens,9,0,0
busbfran,2014-10-17,Prometheus,/movie/prometheus,9,0,0
busbfran,2014-10-17,Alien (re-release),/movie/alien-re-release,9,0,0
busbfran,2014-10-03,Annabelle,/movie/annabelle,9,2,11
busbfran,2014-09-25,The Maze Runner,/movie/the-maze-runner,9,1,1
busbfran,2014-09-16,Into the Storm,/movie/into-the-storm,6,0,0
busbfran,2014-08-28,Easy A,/movie/easy-a,9,0,0
busbfran,2014-08-03,Non-Stop,/movie/non-stop-2014,9,0,0
busbfran,2014-08-02,22 Jump Street,/movie/22-jump-street,7,0,0
busbfran,2014-07-13,Dawn of the Planet of the Apes,/movie/dawn-of-the-planet-of-the-apes,10,3,7
busbfran,2014-06-29,Transformers: Age Of Extinction,/movie/transformers-age-of-extinction,6,2,7
busbfran,2014-06-28,Brokeback Mountain,/movie/brokeback-mountain,10,0,0
busbfran,2014-06-24,The Ugly Truth,/movie/the-ugly-truth,8,0,0
busbfran,2014-06-24,Maleficent,/movie/maleficent,7,0,0
busbfran,2014-06-19,The Vow,/movie/the-vow,7,0,0
busbfran,2014-06-07,Jackass Presents: Bad Grandpa,/movie/jackass-presents-bad-grandpa,9,0,0
busbfran,2014-06-07,The Fault in Our Stars,/movie/the-fault-in-our-stars,10,9,13
busbfran,2014-06-06,Edge of Tomorrow,/movie/edge-of-tomorrow,9,2,3
busbfran,2014-05-29,Carrie,/movie/carrie,7,0,0
busbfran,2014-05-19,Godzilla,/movie/godzilla-2014,8,1,4
busbfran,2014-04-30,The Other Woman,/movie/the-other-woman-2014,7,1,3
busbfran,2014-04-01,Australia,/movie/australia,8,0,0
busbfran,2014-03-29,Noah,/movie/noah,7,0,14
busbfran,2014-03-18,Insidious: Chapter 2,/movie/insidious-chapter-2,8,0,0
busbfran,2014-03-12,Paranormal Activity: The Marked Ones,/movie/paranormal-activity-the-marked-ones,9,0,0
busbfran,2014-03-08,300: Rise of an Empire,/movie/300-rise-of-an-empire,9,3,9
busbfran,2014-02-15,RoboCop,/movie/robocop-2013,6,2,5
busbfran,2014-01-31,The Book Thief,/movie/the-book-thief,9,1,1
busbfran,2014-01-07,Finding Nemo,/movie/finding-nemo,10,1,1
busbfran,2014-01-07,We're the Millers,/movie/were-the-millers,10,0,0
busbfran,2014-01-05,Ender's Game,/movie/enders-game,7,0,1
busbfran,2014-01-01,Rise of the Planet of the Apes,/movie/rise-of-the-planet-of-the-apes,8,0,0
busbfran,2013-12-31,I Am Legend,/movie/i-am-legend,9,0,0
busbfran,2013-12-31,Twilight,/movie/twilight,4,0,0
busbfran,2013-12-31,The Help,/movie/the-help,10,0,0
busbfran,2013-12-30,Planet of the Apes,/movie/planet-of-the-apes,8,0,0
busbfran,2013-12-28,The Hobbit: The Desolation of Smaug,/movie/the-hobbit-the-desolation-of-smaug,3,1,1
busbfran,2013-12-26,War of the Worlds,/movie/war-of-the-worlds,9,0,0
busbfran,2013-12-24,The Conjuring,/movie/the-conjuring,10,0,0
ButterflyB,2015-02-24,Whiplash,/movie/whiplash,9,0,0
ButterflyB,2015-02-16,Obvious Child,/movie/obvious-child,0,0,0
BVGNOfficial,2013-09-01,Jack and Jill,/movie/jack-and-jill,10,0,1
BVGNOfficial,2013-03-01,A Good Day to Die Hard,/movie/a-good-day-to-die-hard,8,1,2
BVGNOfficial,2013-03-01,Snitch,/movie/snitch,7,1,1
BVGNOfficial,2013-03-01,Zero Dark Thirty,/movie/zero-dark-thirty,9,0,0
BVGNOfficial,2013-03-01,Lincoln,/movie/lincoln,6,0,0
C-Style,2010-11-30,Winter's Bone,/movie/winters-bone,4,2,5
c0rarc,2013-12-02,Gravity,/movie/gravity,3,0,1
cabrita,2012-11-12,Skyfall,/movie/skyfall,9,0,3
cabrita,2012-11-12,Flight,/movie/flight,8,0,1
cabrita,2012-11-01,Safety Not Guaranteed,/movie/safety-not-guaranteed,7,0,0
cabrita,2012-10-27,Cloud Atlas,/movie/cloud-atlas,10,8,12
cabrita,2012-10-22,October Baby,/movie/october-baby,5,0,2
cabrita,2012-10-20,American History X,/movie/american-history-x,8,0,0
cabrita,2012-10-20,Martha Marcy May Marlene,/movie/martha-marcy-may-marlene,10,0,0
cabrita,2012-10-20,War Horse,/movie/war-horse,7,0,1
cabrita,2012-10-20,Brick,/movie/brick,9,0,0
cabrita,2012-10-20,Before the Devil Knows You're Dead,/movie/before-the-devil-knows-youre-dead,9,0,0
cabrita,2012-10-13,Argo,/movie/argo,6,4,6
cabrita,2012-10-05,The Master,/movie/the-master,10,0,0
cabrita,2012-10-05,Batman Begins,/movie/batman-begins,10,2,2
cabrita,2012-09-30,Kill List,/movie/kill-list,9,0,2
cabrita,2012-09-29,Underworld,/movie/underworld,6,1,3
cabrita,2012-09-29,Dredd,/movie/dredd,8,2,3
cabrita,2012-09-29,Looper,/movie/looper,9,8,13
cabrita,2012-09-22,J. Edgar,/movie/j-edgar,6,0,0
cabrita,2012-09-22,An American Werewolf in Paris,/movie/an-american-werewolf-in-paris,2,0,0
cabrita,2012-09-21,An American Werewolf in London,/movie/an-american-werewolf-in-london,4,0,2
cabrita,2012-01-10,The Mill and the Cross,/movie/the-mill-and-the-cross,7,1,1
cabrita,2012-01-09,Trust,/movie/trust-1969,7,0,0
cabrita,2012-01-05,Donnie Darko,/movie/donnie-darko,8,0,0
cabrita,2012-01-05,Drive,/movie/drive,10,4,5
cabrita,2012-01-02,Harry Potter and the Deathly Hallows: Part 2,/movie/harry-potter-and-the-deathly-hallows-part-2,7,0,0
cabrita,2011-12-31,The Ides of March,/movie/the-ides-of-march,7,0,0
cabrita,2011-12-31,The Adventures of Tintin,/movie/the-adventures-of-tintin,9,0,1
cabrita,2011-12-30,Midnight in Paris,/movie/midnight-in-paris,8,0,0
cabrita,2011-12-30,Fargo,/movie/fargo,4,1,3
cabrita,2011-12-30,Frailty,/movie/frailty,9,3,3
cabrita,2011-12-28,Another Earth,/movie/another-earth,8,0,0
cabrita,2011-12-23,The New World,/movie/the-new-world,6,0,0
cabrita,2011-12-21,Tinker Tailor Soldier Spy,/movie/tinker-tailor-soldier-spy,9,1,5
cabrita,2011-12-13,Green Lantern,/movie/green-lantern,7,3,6
cabrita,2011-12-13,Hereafter,/movie/hereafter,6,0,0
cabrita,2011-12-03,Knowing,/movie/knowing,7,0,0
cabrita,2011-12-03,Hanna,/movie/hanna,3,0,0
cabrita,2011-11-30,In Time,/movie/in-time,9,0,0
cabrita,2011-11-27,The Bad Lieutenant: Port of Call - New Orleans,/movie/the-bad-lieutenant-port-of-call---new-orleans,8,1,1
